text,label
need to pick up a RA URINARY PAIN RELIEF TAB and GNP STOOL SOFTENER CAP prescription at another location,internal_rx_transfer
transfer prescription to another location for pick up NULIBRY INJ and EASYPOINT NEEDLE 25G X 1 MIS,internal_rx_transfer
concern about WARFARIN SODIUM TAB and BENZOYL PEROXIDE 8% GEL interaction?,drug_interactions
Can I talk to the store manager at 1104 RINGWOOD AVE for pickup online order?,store_connect
at 06516 zipcode Where is the pharmacy located?,store_address
is the cholesterol ready to pick up,rx_status
I would like a call back from the pharmacy to pick up my SOLOSEC GRA and GNP ZINC OXIDE OIN possibly 2 days early due to a medical procedure happening on Monday?,rx_expedite
I'll just hold for now.  for a bit.,hold_on
I'd like to be put on hold.  briefly.,hold_on
what are store closing hours in ALPHARETTA location on April Fools' Day - April 1?,store_hours
check prescription status on my PEDVAX HIB INJ and GARLIC OIL 1500 CAP. When will it be ready?,rx_status
What drugs should I avoid while taking LEVALBUTEROL HYDROCHLORIDE NEB and DIGESTIVE ADVANTAGE PROBIOTIC GUMMIES CHW?,drug_interactions
expedite my prescriptions are about MAPAP CHILDRENS CHW and CHELATED MAGNESIUM TAB and MAPAP CHILDRENS CHW and CHELATED MAGNESIUM TAB?,rx_expedite
check a or speak to a representative,live_pharmacist
What time zone is the store in WATERFORD?,store_timezone
What are the billing procedures at 5405 SUMMERVILLE RD?,store_faq
Is it too soon for NEW IMAGE CONVEX SKIN BARRIER 57MM WAF and BENZOCAINE POW prescription?,drug_usage
I need to refill my KROGER INSULIN SYRINGE/0.5ML/30G X 5/16 MIS and DIGITAL TEMPLE THERMOMETER MIS.,rx_refill
One more time?,rephrase
Can I use SM LICE KILLING MAXIMUM STRENGTH SHA and CYCLOSPORINE A POW for pain relief?,drug_usage
Can you connect me to the store on 1220 HORIZON RD in ROSELLE?,store_directions
NESTABS ONE CAP and CALCIUM FOLINATE POW delivery canceled speak to pharmacist?,rx_cancel
directions for pharmacy  at LONG BEACH city,store_directions
question about cost of NICOTINE POLACRILEX STARTER KIT GUM and AIRDUO RESPICLICK 232/14 INH?,rx_drug_price
i am Medical Assistant from Dr's office  Is MEGARED SUPERIOR OMEGA-3 KRILL OIL CAP safe for pregnant women?,healthcare
I need the FLEVOMEFOLATE CALCIUM/N-ACETYLCYSTEINE/MECOBALAMIN/ALGAL POWD TAB and ECHINACEA TAB?,drug_availability
Could PREDNISOLONE/GATIFLOXACIN/BROMFENAC SUS and FT GAS RELIEF CHW  have side effects?,drug_side_effects
provider is speaking  Can we fax over the updated prescription for patient MEDERMA GEL?,healthcare
I get a doctor from the hospital today call in any prescription,rx_refill
Do you have the Tdap  vaccine in stock for today?,available_vaccine
How do I schedule a TetanusDiphtheria-(booster)  vaccine appointment at a travel clinic?,create_vaccine_appointment
I need to speak to the staff,live_pharmacist
new store hours,store_hours
nothing no goodbyes,thank
Thomas is pharmacist,healthcare
when can I take my SULFAMETHOXAZOLE/TRIMETHOPRIM SDV and DOXERCALCIFEROL CAP?,drug_usage
How can I ask about gift cards at 06460?,store_faq
could I get a new prescription for PURE AIR MINI NEBULIZER MIS and DEPEND FIT-FLEX WOMENS/SMALL MIS,rx_refill
I want to know when I had my last Tdap  shot,get_vaccine_appointment
Insurance question for TERCONAZOLE SUP and CANCIDAS INJ transfer?,drug_insurance_coverage
will it be possible to use EBT at the store in 27410?,store_faq
How many refills remain on my PENTIPS 31G X 5MM MIS and CLOBAZAM SUS?,rx_refill
Did you say something? very quickly,rephrase
I need to connect the store about getting some toothbrushes at CARLSBAD.,store_connect
transfer NICOTINE LOZ and HM IBUPROFEN TAB prescription from Walgreens to you,external_rx_transfer
Can you show me a map to the store in HUNTINGTON PARK?,store_directions
as you know,thank
I would like to know why I did not receive a RSV-(Respiratory Syncytial Virus)  shot,available_vaccine
can you check my prescription number,rx_status
I want to find out about RANOLAZINE ER TAB and HEALTHWISE PEN NEEDLES 29GX12MM MIS?,drug_information
"I need my prescription  RALOXIFENE HYDROCHLORIDE TAB and CHOLESTYRAMINE RESIN POW  transferred from Waltham to Newton on Route 9""",internal_rx_transfer
questions about PREDNISOLONE SODIUM PHOSPHATE/MOXIFLOXACIN SOL and GOODSENSE LANCETS MICRO-THIN 33G MIS?,drug_information
Why is my prescription for PRED FORTE SUS and DUOBRII LOT being canceled? Do I need to get a new prescription for PRED FORTE SUS and DUOBRII LOT from my doctor?,rx_cancel
what is the time zone ofr store at 1802 W. MOUNT HOUSTON ROAD,store_timezone
I need to speak to the retail department at the WILTON MANORS store.,store_connect
I take a pills called SAVAYSA TAB and EMPTY CAPSULE SIZE 3 GRAY/PINK OPAQUE LOCKING CAP and I was just wondering I'm getting a tooth extraction and I was wondering if it was safe to take it back does I have?,drug_usage
speak with a pharmacist about drug interaction of PRO HORMONE DHEA ANTIOXIDANT CAP and CALAHIST CLEAR LOT?,drug_interactions
schedule TetanusDiphtheria-(booster)  and TetanusDiphtheria-(booster)  shot,get_vaccine_appointment
deliver TOPCARE CLICKFINE UNIVERSAL PEN EEDLES 31GX1/4 MIS and DENOREX EXTRA STRENGTH MEDICATED SHA prescription?,rx_delivery
to speak to the pharmacist so that my MONOJECT MAGELLAN SYRINGE/SAFETY NEEDLE/1ML/25G X 1 MIS and HALOPERIDOL DECANOATE AMP can be put on hold and not refilled?,rx_action_notes_status
can't see if you have that THEANINE POW and BOOST VERY HIGH CALORIE LIQ in stock?,drug_availability
that's what I'm trying to do now can you transfer my TN DICKINSONS WITCH HAZEL CLEANSING PADS PAD and ARGININE HCL POW,internal_rx_transfer
what can I what else can I pick up now just,rx_status
how much is it going to cost for MICROPORE SURGICAL TAPE 1X1-1/2YDS TAP and DROPLET INSULIN SYRINGE U-100/1ML/31G X 5/16 SYN?,rx_drug_price
have WRIST SUPPORT/SMALL-MEDIUM/FITS LEFT/WITH REMOVABLE SPLINTS MIS and GNP EYE DROPS SOL and WRIST SUPPORT/SMALL-MEDIUM/FITS LEFT/WITH REMOVABLE SPLINTS MIS and GNP EYE DROPS SOL prescriptions transferred to this store,internal_rx_transfer
I'll wait on hold.  for a short time only.,hold_on
speak to the pharmacist about a PROQUAD INJ and BD SAFETYGLIDE HYPODERMICNEEDLE 25GX5/8 NDL delivery?,rx_delivery
I'm calling to check for the MEIJER NASAL DECONGESTANT TAB and ENTERAL FEEDING PISTON SYRINGE MIS  that are in stock?,drug_availability
now that's it,thank
speak with pharmacists regarding the cost of SODIUM CHLORIDE 0.45% INJ and GNP EVENING PRIMROSE OIL CAP?,rx_drug_price
question about cost of PHENOXYBENZAMINE HYDROCHLORIDE CAP and GELNIQUE GEL?,rx_drug_price
I will wait on hold until someone can assist me.  until I hear back from the representative.,hold_on
Thank you for letting me know about the store hours.,thank
Physician's Assistant is speaking  I need to update the prescription details for patient.,healthcare
I need to speak to a store employee about my pre order item at 92881.,store_connect
What did you say? one more time,rephrase
looking for pharmacy at NEW YORK please provide the store address?,store_address
prescription status check prescription status,rx_status
I'm calling because I need a KALYDECO TAB and EVERSENSE E3 SENSOR/HOLDER MIS canceled in order for the pharmacy that I'm currently at to fill the prescription for me?,rx_cancel
I'm wondering if you have Meningitis-(Group B)  vaccines and if I've had one or if it's time to get one and what kind you have,available_vaccine
Hello  this is Doctor  Can you clarify the instructions for administering PARI MASK SET KIT?,healthcare
schedule a walk-in immunization appointment for Tdap ,get_vaccine_appointment
these Pharmacy to call Walgreens so they can transfer a VIVELLE-DOT DIS and FIORICET CAP prescription,external_rx_transfer
I don't want my QC FIBER THERAPY POW and CENTRUM SILVER TAB prescription?,rx_cancel
I need my LIDOCAINE PAIN RELIEF PATCH DIS and IPRATROPIUM BROMIDE/ALBUTEROL SULFATE SOL prescription ready in an hour,rx_expedite
what time does the store open at 77708 postal code?,store_hours
Huh? slowly,rephrase
TUTTI-FRUTTI FLAVOR LIQ and ADEMPAS TAB? I need some instructions on the medication,drug_dosage_instructions
breath Pharmacy,live_pharmacist
Are there any other brands for MUCINEX FAST-MAX NIGHT TIME COLD & FLU LIQ and COTELLIC TAB that does not require doctor to get approval?,drug_information
Sorry  could you say that again? a little louder,rephrase
What are the billing procedures at TALLAHASSEE?,store_faq
my PENTYLENE GLYCOL LIQ and HIGH POTENCY MULTIVITAMIN/FOLIC ACID TAB has been canceled?,rx_cancel
I got a notice that a prescription was ready I need to speak to someone I don't understand I didn't have anything due,rx_status
What time zone does the store at 23060 fall under?,store_timezone
cancel my prescription order for XEROFORM OCCLUSIVE PETROLATUM GAUZE STRIP 1X8 MIS and HUMALOG INJ?,rx_cancel
directions to 428 BALLTOWN RD,store_directions
I need my PINK BISMUTH MAXIMUM STRENGTH SUS and GOODSENSE ULTRA LUBRICANT EYE DROPS DRO prescription soon  I need it today,rx_expedite
expedite prescription of VANISHING CREAM CRE and EQL GENTLE SKIN CLEANSER LIQ?,rx_expedite
how to use TICOVAC INJ and EASY TOUCH INSULIN SYRINGE/U-100/0.5ML/28G X 1/2 MIS?,drug_usage
question about drug interaction LIDOCAINE MAXIMUM STRENGTH 24 HOURS PAD and IRON POLYSACCHARIDE COMPLEX CAP  and LIDOCAINE MAXIMUM STRENGTH 24 HOURS PAD and IRON POLYSACCHARIDE COMPLEX CAP?,drug_interactions
Where can I pick up my package at the 92111 front store?,store_connect
check with pharmacists,live_pharmacist
Why could SILTUSSIN-DM SYP and EQL PROBIOTIC COLON SUPPORT CAP not be filled?,rx_action_notes_status
cost of TYSABRI INJ and BACITRAYCIN PLUS OIN prescription ready?,rx_drug_price
Sorry  I zoned out. Could you repeat?  please,rephrase
card needed for RSV-(Respiratory Syncytial Virus)  immunization appointment,get_vaccine_appointment
Doctor I need to transfer patient prescription for ORAL ANALGESIC MAXIMUM STRENGTH GEL to your pharmacy.,healthcare
Pharmacy hours on Eid al-Fitr - April 10,store_hours
ready prescriptions,rx_status
Can I get a Meningitis  vaccine appointment on the weekend?,get_vaccine_appointment
Can I pick up the Mpox  vaccine today?,available_vaccine
that's your help,thank
Hello  this is Assistant Practitioner I need to verify patient insurance coverage for LUTERA TAB.,healthcare
I need to cancel a VIORELE TAB and ISOPROPYL ALCOHOL WIPES MIS?,rx_cancel
Thanks for being so helpful.,thank
Connect me to the store on 4801 S ALAMEDA ST in DALLAS.,store_directions
Can I schedule a Rabies  vaccine appointment for a home visit?,create_vaccine_appointment
Can we change the pickup address to the pharmacy to ATTICA store?,store_address
can we change the address to pharmacy at SALEM?,store_address
How can I ask about gift cards at NISKAYUNA?,store_faq
Can I book a Typhoid  vaccine appointment at a point of service plan?,create_vaccine_appointment
Can I cancel my Tdap  vaccine appointment at the medical center?,cancel_vaccine_appointment
Can you provide the address for the pharmacy in 00956?,store_address
I need the manager,store_connect
verify insurance for PX MENS MULTIVITAMINS TAB and CIPRO SUS?,drug_insurance_coverage
WHY was NALOCET TAB and DINO-LIFE W/IRON & ZINC CHW cancelled?,rx_action_notes_status
I have a question about whether or not it's safe to take a prescription MAPAP CAP and CARESTART COVID-19 ANTIGEN HOME TEST KIT drug with painkiller?,drug_interactions
hola this is provider  Are there any special handling instructions for VENTOLIN HFA INH?,healthcare
do you deliver the JUNEL 1.5/30 TAB and BUPRENORPHINE HCL VIA?,rx_delivery
Do I need to call the 4450 PARK ST N store to check stock?,store_faq
I will wait on hold until someone can assist me.  for a while.,hold_on
Clarify about 2 drugs that the dr is trying to get approved. MICAFUNGIN INJ and COPPERTONE SPORT CLEAR SPF 50 LOT or MICAFUNGIN INJ and COPPERTONE SPORT CLEAR SPF 50 LOT (not exact on that name)?,rx_action_notes_status
what are the hours of the pharmacy at 23225 zicode to pick up my RANOLAZINE ER TAB and ACE ANKLE BRACE/SIDE STABILIZERS MIS?,store_hours
step down dosage of ZYRTEC-D ALLERGY/SINUS TAB and CYCLOSET TAB,drug_dosage_instructions
Where is the nearest pharmacy in NORTH JUDSON?,store_address
check if something is in stock,rx_status
side effects of SUSPENDOL-S LIQ and HEALTHWISE INSULIN SYRINGE/U-100/1ML/31G X 5/16 MIS?,drug_side_effects
to speak to the pharmacist so that my LENZAPRO PAD and AMMONIUM LACTATE CRE can be put on hold and not refilled?,rx_action_notes_status
PRORENAL+D TAB and AMLODIPINE/OLMESARTAN MEDOXOMIL TAB in stock?,drug_availability
I need the MULTI VITAMIN DAILY TAB and COMPACT SPACE CHAMBER/ANTI-STATIC MIS transferred to the Bowie Maryland location,internal_rx_transfer
are sure thet BERWYN time the store fall in MST time zone,store_timezone
i want to cancel my appointment for Dtap DT  vaccine,cancel_vaccine_appointment
What time is the pharmacy open on New Year's Day - January 1?,store_hours
I need SM BLOOD PRESSURE MONITOR SERIES 200W/WRIST MIS and FINACEA GEL by tomorrow,rx_expedite
cancel a prescription for the SLOW RELEASE IRON TAB and HM MELATONIN SUB?,rx_cancel
Are CR2032 batteries available at the store in 92075?,store_faq
how about the store hours at 20688 zip code on Presidents' Day (Washington's Birthday) - February 19,store_hours
a phone number Telegraph is available at 2750 WOODLAWN DR,store_faq
trying to find out if you have QC ANTI-NAUSEA SOL and CAREFINE PEN NEEDLES 29GX1/2 MIS in stock?,drug_availability
speak to the pharmacist speak to the pharmacist,live_pharmacist
SUNLENCA TAB and FREESTYLE LIBRE 3/SENSOR/GLUCOSE MONITORING SYSTEM SEN are what because it sure is bad?,drug_side_effects
everything's fine right now thank you,thank
I'm calling because I need a MEDPURA VAPORX BALM OIN and DROPLET PEN NEEDLES 31G X5/16 MIS canceled in order for the pharmacy that I'm currently at to fill the prescription for me?,rx_cancel
Does my plan cover STRATTERA CAP and AURORA PEN NEEDLES 31G X 8MM MIS?,drug_insurance_coverage
Can you help me find the address and zip code for my prescription pickup atATWATER?,store_address
Pretend I know nothing about this and repeat ,rephrase
Hepatitis-A & B  vaccine prescription schedule,get_vaccine_appointment
schedule for Minute Clinics for Shingles-(Shingrix)  vaccine,create_vaccine_appointment
what is available for VANISHPOINT INSULIN SYRINGE/0.5ML/30G X 5/16 MIS and EQL ALOE VERA AFTER SUN GEL?,drug_availability
my WAL-ZYR ALL DAY ALLERGY  CHILDRENS SOL and GNP VITAMIN B-1 TAB making me sick?,drug_side_effects
medical instructions of the PRO COMFORT INHALER SPACER CHAMBER ADULT MIS and ACIDOPHILUS LACTOBACILLI CAP? instruction,drug_dosage_instructions
What services are available for me at POUGHKEEPSIE?,store_faq
Hello  this is Physician  What is the proper way to dispose of LEMON-GLYCERIN SWABSTICKS MIS?,healthcare
Will the store be open at 2:00 PM today at 812 S GRAND AVE,store_hours
Can I schedule a Typhoid  vaccine appointment for a specific date?,create_vaccine_appointment
how can I get it off of hold,hold_on
How many refills do I have left on my WRIST SUPPORT/ELASTIC/PULLOVER/SMALL MIS and DOXYCYCLINE HYCLATE POW?,rx_refill
Tell me about LEVALBUTEROL HYDROCHLORIDE NEB and FOSPHENYTOIN SODIUM INJ?,drug_information
Can you provide a map to the store at 4901 KINGS HIGHWAY from my home?,store_directions
any action required Pharmacy on the SINUS RINSE KIT PEDIATRIC POW and GOLD BOND HEALING HAND CRE?,rx_action_notes_status
I would like to speak to the retail department at the MARIANNA store.,store_connect
cancellation for a PROPRANOLOL HCL INJ and BD ECLIPSE SYRINGE/1ML/30GX1/2 MIS?,rx_cancel
This SMART NEB COMPRESSOR NEBULIZER MIS and EMOLLIA-LOTION LOT has been in progress for 4 days. Please advise what the issue is?,rx_action_notes_status
Check the status of my prescription for TINY TEETH SOFT FINGER TOOTHBRUSH/GUM MASSAGER MIS and GLYTACTIN RTD 15 LIQ.,rx_status
i want to talk to store manager about photo services at 55433?,store_connect
Can VITAFUSION PRENATAL CHW and BD HYPODERMIC NEEDLES 18GX1 NDL be used for my illness?,drug_usage
Will my insurance cover RA EXTENDED CUFF NITRILE GLOVE MIS and CYCLOSPORINE MODIFIED SOL,drug_insurance_coverage
I have questions about insurance in that RELION PREMIER BLU BLOOD  GLUCOSE MONITORING SYSTEM MIS and AZO URINARY TRACT DEFENSE TAB presscrption?,drug_insurance_coverage
Status of my prescription,rx_status
will 25080 HANCOCK AVE. stores open in EST time zone?,store_timezone
Do NOT fill VITALINE COQ10 TAB and CASTOR OIL OIL  yet?,rx_action_notes_status
immunization appointment reschedule for Meningitis ,cancel_vaccine_appointment
cost of QC CHILDRENS CHEWABLE COMPLETE CHW and AZELASTINE HCL SPR and a transfer?,rx_drug_price
check up prescription status,rx_status
cancel SINUCLEANSE REFILL PAK and INSULIN SYRINGE 1ML/31G X1/4 MIS prescription ordered today?,rx_cancel
to speak to the pharmacist so that my TRIAMCINOLONE ACETONIDE LOT and AMMONIUM LACTATE LOT can be put on hold and not refilled?,rx_action_notes_status
need to know how to store VALGANCICLOVIR TAB and ICY HOT MAX LIDOCAINE LIQ?,drug_usage
question about side effects and other RA EYE ALLERGY RELIEF SOL and FERATE TAB?,drug_side_effects
when will ULTIGUARD SAFEPACK PEN NEEDLE/29G X 1/2/SHARPS CONTAINER MIS and CHLORPROMAZINE HYDROCHLORIDE TAB be ready in stock?,drug_availability
how to use SUDAFED SINUS CONGESTION 24 HOUR TAB and FUTURO ELASTIC BANDAGE SELF ADHERING 4 MIS?,drug_usage
cancel my prescription number 3 which is MARGENZA INJ and ANASTROZOLE POW?,rx_cancel
Do I need to call the MARGARETVILLE store to check stock?,store_faq
How do I prepare for my Pneumococcal Conjugate-(Prevnar)  vaccine appointment?,create_vaccine_appointment
Is the store far from my home at 2212 CAMPOSTELLA RD.?,store_directions
Sorry  I didn't catch that.?,rephrase
Connect me to the store on 6705 CAMINO ARROYO in EDINBURG.,store_directions
cancellation for a VARISOFT INFUSION SET 23/13MM MIS and CALCIUM 500+D3 TAB?,rx_cancel
agent please pharmacist,live_pharmacist
What time zone does the store at 1276 UPPER FRONT ST. fall into?,store_timezone
please provide a pharmacy location at 48315 zipcode?,store_address
more Pharmacy,live_pharmacist
expedite prescription of KNEE STABILIZER LEFT/RIGHT/ONE SIZE MIS and FIRST-PROGESTERONE VGS 100 COMPOUNDING KIT SUP?,rx_expedite
question about drug interaction MOXIFLOXACIN HYDROCHLORIDE SOL and 1ST MEDX-PATCH/LIDOCAINE PAD  and MOXIFLOXACIN HYDROCHLORIDE SOL and 1ST MEDX-PATCH/LIDOCAINE PAD?,drug_interactions
I received notice that there was an upcoming vaccine appointment for Typhoid ,get_vaccine_appointment
schedule a vaccine Tdap  appointment,create_vaccine_appointment
Are there any Christmas lights for sale at 3384 GOVERNMENT ST?,store_connect
what is the problem why can't KETOCONAZOLE SHA and AIRDUO DIGIHALER 113/14 INH be filled?,rx_action_notes_status
How do I use a coupon for the pharmacy at 6905 YORK AVE.?,store_faq
Can I cancel my Meningitis  vaccine appointment at the private health plan?,cancel_vaccine_appointment
I need to check the availability of a product at the store in 2735 BEENE BLVD.,store_connect
transfer a ZONTIVITY TAB and DIVALPROEX SODIUM ER TAB prescription from a different location,internal_rx_transfer
Can I book a Pneumococcal Conjugate-(Prevnar)  vaccine appointment at a medical center?,create_vaccine_appointment
how long is the store open at 20 WELCHER AVE.,store_hours
transferred PETROLEUM JELLY OIN and FOSRENOL POW prescription from Bartells in Bellevue  WA over a week ago.,external_rx_transfer
will that store open on Yom Kippur - October 12 at HONOLULU?,store_hours
stock of LEVOTHYROXINE SODIUM (T4) POW and BIOFLEX TAB Capsule?,drug_availability
When can I pick up my refilled LACOSAMIDE SOL and FORACARE PREMIUM V10 TESTSTRIPS TES?,rx_status
these Pharmacy to call Walgreens so they can transfer a RINVOQ TAB and EQ HYDROCORTISONE MAXIMU M STRENGTH CRE prescription,external_rx_transfer
they'll sit Calamine are RX number 1696 403,rx_status
Can I pick up PECGEN DMX LIQ and APIDRA VIA today…I only have enough for today….if you cant fill it today could I get it from other pharmacy?,external_rx_transfer
no that was it,thank
Catch you later!,thank
Should I take JOHNSONS BABY BAR BAR and AFINITOR TAB for my condition?,drug_usage
What is the correct dosing for LITETOUCH INSULIN SYRINGE/U-100/0.5ML/28G X 1/2 MIS and D-MANNOSE POW?,drug_dosage_instructions
do you have this TRUE SUPPORT WRIST BRACE/LEFT/UNIVERSAL SIZE MIS and CRYODOSE TA AER?,drug_availability
Hello  this is Physician I need to verify patient insurance coverage for ZYRTEC-D ALLERGY/CONGESTION TAB.,healthcare
a medication I'm on conflicting with another ULTICARE ALCOHOL SWABS PAD and CALCIUM 600 WITH VITAMIN D TAB?,drug_interactions
What is the address of the pharmacy in IOWA CITY?,store_address
for repeat,rephrase
Can you provide the store address for the pharmacy in TOLLESON?,store_address
I'll call back what time after lunch they come back store at STERLING?,store_hours
Can I get the Whooping Cough-(Adacel)  vaccine at your store now?,available_vaccine
opening hours on Martin Luther King Jr. Day - January 15,store_hours
SENNA LAXATIVE TAB and BLOOD PRESSURE MONITOR MIS prescription with canceled I need to speak to someone?,rx_cancel
it's another argument but MUCUS RELIEF D 12 HOUR EXTENDED RELEASE TAB and DIAZEPAM POW  or something?,drug_side_effects
can you send the MAGNESIUM GLUCONATE TAB and HUMIRA PEN-PS/UV STARTER KIT by mail?,rx_delivery
I need for that rest of SALONPAS-HOT DIS and ELBOW COMPRESSION MIS prescription to be replaced back on the Shelf I have more than enough pills for at least 3 weeks so I don't need to pick it up,rx_cancel
will the store be open at 10 p.m. at 5605 NORTH POST RD. to collect my NIVEA VISAGE FOAMING FACIAL LIQ and EQ LAXATIVE POW?,store_hours
a side effects of QC PRESSURE PAIN MUCUS PE TAB and EXTENDED INFUSION SET 23/6MM SET?,drug_side_effects
I need it earlier ZONEGRAN CAP and HM SINUS NASAL SPRAY SPR?,rx_expedite
Why does it cost $15.99 I couldn't have no copay at all for SURE COMFORT INSULIN SYRINGE/U-100/0.3ML/29G X 1/2 MIS and COMFORT TOUCH ADULT UNDERPADS MIS?,rx_drug_price
expedite LORATADINE CAP and GNP OLOPATADINE HYDROCHLORIDE SOL my prescriptions?,rx_expedite
I want to get some information about NALBUPHINE HCL INJ and CAREFINE PEN NEEDLES 31GX8MM PEN?,drug_information
Please fill asap my WAL-PHED 12 HOUR TAB and INSULIN SYRINGES/U-100/0.5ML/30GX5/16 MIS I’m in pain?,rx_expedite
change pickup location for TWYNEO CRE and AMIKACIN SULFATE SDV,internal_rx_transfer
What is the proper dosage for SYRSPEND SF SUS and HYPODERMIC NEEDLES 23GX1 MIS?,drug_dosage_instructions
I would like to get a new prescription on a previous medication that was TACLONEX SUS and CLEAR GLASS VIALS 2ML MIS,rx_refill
transfer a SM ANTI-DIARRHEAL CAP and IPOL INACTIVATED IPV INJ prescription from a different location,internal_rx_transfer
when can I take my KNEE SUPPORT/CRISS-CROSS/ELASTIC/SMALL MIS and HM DRY EYE RELIEF SOL?,drug_usage
check prescription status on my SENNA-TIME S TAB and DROPLET PEN NEEDLES 32GX8MM PEN. When will it be ready?,rx_status
transfer prescription to another location for pick up VITAMIN D3 GUMMIES ADULT CHW and DROPLET INSULIN SYRINGE/U-100/0.5ML/30G X 1/2 MIS,internal_rx_transfer
How do I schedule a COVID19  vaccine appointment at a travel clinic?,create_vaccine_appointment
Can I schedule a RSV-(Respiratory Syncytial Virus)  vaccine appointment for a home visit?,create_vaccine_appointment
yes I want to pick up at 978 Wilson Street,store_directions
I'm trying to see if you have a ZORVOLEX CAP and IRON/VITAMIN C TAB available at another Pharmacy didn't have,external_rx_transfer
STOMACH RELIEF EXTRA STRENGTH SUS and AYR SALINE NASAL GEL prescription with canceled I need to speak to someone?,rx_cancel
yes but TONAWANDA time the store is open time zone,store_timezone
talk to a operator,live_pharmacist
store at 16105 store_address please?,store_address
Recent prescriptions called in this morning,rx_status
I need a map to 21836 MARKET PLACE DR. from home,store_directions
How do I get to the store at 29210?,store_directions
Can you provide the time zone for the store at 8201 I-40 W?,store_timezone
Is the Hepatitis-A  vaccine available for purchase?,available_vaccine
I'll wait on hold until I hear back from the representative.  for a while.,hold_on
I'm trying to transfer my QC STOMACH RELIEF TAB and GNP COUGH & COLD HBP TAB to a different Pharmacy,external_rx_transfer
need to pick up PERINDOPRIL ERBUMINE TAB and BUBBLES THE FISH II PEDIATRIC MASK/PVC MIS prescription at a different location,internal_rx_transfer
Is the generic version of NITYR TAB and APRI TAB in stock?,drug_availability
HPV-(Quadrivalent)  vaccination available in store,available_vaccine
Is there a store at 94133 we can visit?,store_directions
my STRESS B/ZINC TAB and INPEFA TAB has been canceled?,rx_cancel
Connect me to the store on 301 S. 6TH AVE. in AVON.,store_directions
Can you provide driving directions to the store at 07110?,store_directions
Zinedine,rx_status
when will you have the logo V 1 in stock,drug_availability
Can I cancel my Mpox  vaccine appointment at the Taft-Hartley plan?,cancel_vaccine_appointment
Is TECHLITE LANCETS 26G MIS and ID NOW INFLUENZA A & B 2 KIT suitable for treating my condition?,drug_usage
Did you say something? one more time,rephrase
Can you repeat that last part?,rephrase
Can you connect me to the store employee at WARREN to pick my beauty product?,store_connect
is NAFTIFINE HCL CRE and DIGITAL THERMOMETER/BEEPER MIS covered by my insurance?,drug_insurance_coverage
Could you put me on hold?,hold_on
How do I get to the store at 4515 E THOMAS RD if I can't drive anymore?,store_directions
when will the pharmacy be open at 60099 zicode,store_hours
hello Nurse Practitioner is speaking  Could you fax over the latest prescription for MUCINEX FAST-MAX DM MAX MAXIMUM STRENGTH LIQ for patient?,healthcare
question about dosage of OLANZAPINE VIA and COMPLEX B-100 TAB?,drug_dosage_instructions
drug interactions with TRETINOIN MICROSPHERE GEL and ANEFRIN NASAL SPRAY SPR  and TRETINOIN MICROSPHERE GEL and ANEFRIN NASAL SPRAY SPR  and alcohol?,drug_interactions
my PEDIATRIC ELECTROLYTE FREEZER POPS SOL and AUTOPEN MIS has been canceled?,rx_cancel
I needed to have ULTRA FLO INSULIN SYRINGE 0.3ML/31GX5/16 MIS and INSTANT COLD PACK MIS delivered and I the pharmacist has a question for me?,rx_delivery
Come again?!,rephrase
Are RA COLD & COUGH CHILDRENS LIQ and GOODSENSE NICOTINE POLACRILEX GUM GUM effective?,drug_information
Please fill asap my TECHLITE LANCETS 26G MIS and CAPEX SHA I’m in pain?,rx_expedite
no okay thank you,thank
thank you I'm good,thank
concern about SM ACID REDUCER MAXIMUM STRENGTH TAB and FLUOCINONIDE SOL interaction?,drug_interactions
I will wait on hold until further notice  until you have a moment.,hold_on
I need to check if a product is available at the store in 44111.,store_connect
I want OYSTER SHELL CALCIUM/MAGNESIUM TAB and ANKLE SUPPORT/NEOPRENE/FIGURE-8/X-LARGE MIS to be delivered today?,rx_delivery
thank you I'm good have a good day,thank
information on a PRENATAL ONE DAILY TAB and ADHESIVE BANDAGES HEALTH AWARENESS MIS?,drug_information
cancel immunization appointment for Mpox ,cancel_vaccine_appointment
How do I check if my Pneumonia-(Prevnar 20) vaccine appointment was rescheduled?,get_vaccine_appointment
Are there side effects with VALERIAN ROOT CAP and CLOTRIMAZOLE/BETAMETHASONE DIPROPIONATE CRE?,drug_side_effects
when to take VIMPAT INJ and GLATIRAMER ACETATE INJ?,drug_usage
my vaccine appointment for TetanusDiphtheria-(booster) ,get_vaccine_appointment
How far is the store from my home at 9940 YAMATO RD.?,store_directions
will it be possible to use EBT at the store in 30281?,store_faq
check inventory for XALATAN SOL and BD INSULIN SYRINGE ULTRAFINE/U-100/0.3ML/29G X 1/2 MIS before sending a prescription?,drug_availability
Is there a store at 33701 we can visit?,store_directions
how to find this store from my home address 1239 EAST PUTNAM AVE.,store_directions
uh price of those are MONOJECT HYPODERMIC NEEDL3 18G X 1 MIS and CAPSULE CONI-SNAP #3 MINTGREEN/MINT GREEN CAP and MONOJECT HYPODERMIC NEEDL3 18G X 1 MIS and CAPSULE CONI-SNAP #3 MINTGREEN/MINT GREEN CAP?,rx_drug_price
Tell me about PLASTICIZED BASE OIN and FUTURO KNEE SUPPORT/MEDIUM MIS?,drug_information
